artist,song_title,lyrics
Mc Lano,Visão de Sobrevivência part. 2,descontrolado ...\ntá descontrolado\nvisão da sobrevivência\nbonde da vila vila do sapo\nbonde da vila do sapo\npancadão\né o lon que detona\ncasinha não termina\ne a nossa voz volto atona\npancadão\né o som da experiência\nessa a parte 2\nda visão da sobrevivência\npancadão\né o som de qualidade\né o mc lon chapa quente\nfechadão com a hitspower\ndetona cantando\ndededetona cantando tudo\no nóis aê\nse você não conhece\nentão venha conhecer\nsó moleque loco\ntreinado nóis não quer fama\nquerendo obter o espaço\nsempre em busca da grana\ntô firmão com dj bala\nque é parceiro\nmoleque verdadeiro\né humilde e é guerreiro\né assim que é\nlouco nóis que tá na palavra\nnão chega perto stop\ndentro da nossa quebrada\nsempre respeitando\nvocê vai ser respeitado\né o certo pelo certo\nnóis acoita atraza lado\npesadão\né o bonde pesadão\nsó venho relatando\no que acontece nesse louco mundão\nbaseado em realidade\nhistória que aconteceu\nna nossa comunidade\nque nem deu pra acreditar\nno ato de crueldade\nmó infelicidade\nmais é a pura verdade\nestava trablhando\npensava em melhora\nacho que lá de cima\ndecretaram a sua hora\né o carlinhos\nfinado tapioca\nnois crescemos juntos\nfico dentro da nossa memória\né o carlinhos\ntapioca finado\nfundo a bateria\ndeu nome a vila do sapo\nessa eu fiz pra ti\nessa vai pra ti\nque me fez cantor de samba\ne hoje é o lon mc\nagradeço a deus\nmuito a você\nque me deu mó incentivo\ne demonstro o que eu posso fazer\nvou seguir cantando\nque eu quero esquecer a tristeza\nse o nosso destino é sofrer\ntá suave louco tá firmeza\nolha aê pancadão\né o som que emociona\ncasinha não termina\ne a nossa voz volto atona\npancadão\né o som da experiência\nessa a parte 2\nda visão da sobrevivência\npancadão\né o som de qualidade\né o mc lon chapa quente\nfechadão com a hitspower}2x\né assim não é uma facção\né um povo guerreiro\nem busca da solução\nsem opção\nnois não teve outra escolha\no parti vai pra luta\na solução é o vida louca\nmeu objetivo\né seguir cantando funk\ndemonstra o meu espaço\neu vo leva adiante\na situação foi invertida\nagora e não depois\nvisão da sobrevivência\nretorno da parte 2\npancadão\né o lon que detona\ncasinha não termina\ne a nossa voz volto atona\npancadão\né o som de qualidade\né o mc lon chapa quente\nbrincando com rima\nmando sem maldade\npancadão\né o som da experiência\npancada ação pontência\na 2 visão da sobrevivência\nvisão da sobrevivência\nmandei umas rima\npesada estrala\nmoleque tá treinado\ne o studio é o do dj bala\nmando muito\ncantando e vai assim\nmoleque tocando\ntem o tic e o parcero davi\npancadão\né o som de qualidade\né o som que te emociona\né o som da assitência\na 2 da visão da sobrevivência\na 2 da visão da sobrevivência\né nóis ...\n
Mr. Fia,O Crime É o Veneno,"porque o salário do pecado é a morte, mais o tombo é a crise de deus\né a vida eterna em jesus cristo é o nosso senhor\nsaudade, saudade, saudade é o que fica em seu lugar\no crime é mó veneno e vários manos tão vendendo\nvários produtos que vive causando luto\na cena é louca e vi muitos cai pra dentro\nmeu deus do céu eu já vejo o sofrimento\ne na real eu vou deixar meu sentimento\npara as famílias dos manos que vi morrendo\ne na real eu vou deixar meu sentimento\npara a família dos manos que vi morrendo\na vida é louca e vários loucos vão pra cena\nneuroticão no tipo pitbull na arena\nsinto saudade do ricardo e do jãozim\no mano william e o branco não estão mais aqui\nvida bandida concerteza é uma praga\nlevou no murro mano dim, fabrício e o goiaba\nmeu deus o crime é quem levou\nvários manos meus pra causar minha dor (2x)\npor crimes e guerras, por tretas e drogas\nvários inocentes no crime se joga\nem vão, muitos se vão pra não mais voltar\nsaudade é o que fica em seu lugar (2x)\no crime é mó veneno vários manos tão vendendo\nvários produtos que vive causando luto\na cena é louca e vi muitos cai pra dentro\nmeu deus do céu eu já vejo o sofrimento\ne na real eu vou deixar meu sentimento\npara as famílias dos manos que vi morrendo\ne na real eu vou deixar meu sentimento\npara as famílias dos manos que vi morrendo\na vida é louca e vários loucos vão pra cena\nneuroticão no tipo pitbull na arena\nsinto saudade do ricardo e do jãozim\no mano william e o branco não estão mais aqui\nvida bandida concerteza é uma praga\nlevou no murro mano dim, fabrício e o goiaba\nmeu deus o crime é quem levou\nvários manos meus pra causar minha dor (2x)\npor crimes e guerras, por tretas e drogas\nvários inocentes no crime se joga\nem vão, muitos se vão pra não mais voltar\nsaudade é o que fica em seu lugar (2x)\nsaudades, saudade, saudade é o que fica em seu lugar\nsaudades, saudade, marlin e mr fia vem recordar\nsaudade é o que fica em seu lugar\n"
Mc Lano,Outro Lado da Vida Bandida (Chora Mãe),"não vim aqui pra julgar mas mandar o meu recado\npra todo vida louca do nosso cotidiano\ncontra fatos não argumento olho pra dentro de mim\nvejo o que fui no passado e  no que  hoje me tornei\nde um barraco três três por três pra poder morar seis\nmenores que o trafico foi pegando um por vez\nqual era o meu lazer, neguinho vou te dizer\ncata chepá na feira pra poder sobreviver\nvideo-game e cinema shopping internados\no menos pra zuar no bairro mal tinha uma bola\ncresci em meio de armas vários vapor só guerrilha\nmas se minha vida é assim eu não te culpo se liga\neu aprendi assim e faço pra sobreviver\nse eu tive outra escolha nem deu tempo pra eu ver\nrolé fácil ta ligado mas boto pro meu sustento\na dor mais forte é saber que a minha mãe ta sofrendo\ntraído por inveja recalque simpatia\neu fiz o crime valer mais do que minha família\ne agora\nchora, a mãe com seu filho no braço\ngritando deus meu filho tá baleado\nesse é o outro lado de uma vida bandida\nmamãe chorou pra te ver nascer e não morrer dessa forma\nchora a mãe com seu filho no braço gritando deus meu filho tá baleado\nesse é o outro lado da vida bandida\nmamãe chorou pra te ver nascer e não morrer dessa forma. 2x\nmamãe chorou pra te ver nascer\nmamãe chorou pra te ver nascer e não morrer dessa forma.\n"
Mc Lano,Até a Noite Cair,"quem me vê assim, na condição que consquistei\nsempre no blindão mesmo só eu nunca vacilei\nquantos amigos do meu lado eu vi partir\npois nessa guerra nem todos tem um final feliz\nneurose controla a mente mais não o coração\nvisão de cria, atitude de falcão\ndeus é por nois, então não tenta que tu vai perder\ntatuei no meu fuzil a rubrica cv\nnextel da moda, cordão de ouro, carro e motão\nwhisky e red bul, charuto e dizem : só patrão\nnois no lazer ostenta fama, dinheiro e poder\nmais se for guerra ninguem foge do dever\naki e meu lugar, não tenta inflamar\nna chatuba e pesadão tu não vai se arriscar\nnão vejo ninguem, só ouço a voz de quem\nestá na minha cintura pra me defender\natrevessada uma ak pra me acompanhar\nna minha minha casa ninguem entra pra esculaxar\n[refrão]\nnois vai trocar, até a noite cair...\nquando clarear tu vai ver nois de pé aqui!\nnois vai pra guerra, 100% preparado\nde ak, g3 e fuzil, só bico destravado ( 3x )\nnois vai trocar até a noite cair...\nquando clarear tu vai ver nois de pé aqui!\nnois vai pra guerra, 100% preparado\no corpo tá ferido mais nois tá de pé lutando\no corpo tá ferido mais nois tá de pé lutando.\n"
Mc Lano,Respeito Não Se Compra,"essa minha história não acaba assim\nse daqui eu for, vai vir outro por mim\na nossa guerra, sei, vai ter final feliz\nmas minha vontade de viver só depende de mim\nnão posso abandonar, eu não posso trair\njá tive dias maus e dia feliz\no bem que conquistei comigo eu vou levar\nfazer valer a pena o que eu quero provar\nrespeito não se compra, com luta se conquista\nsempre portando confiança nessa correria\npra ter cordão de ouro, eckö, carro e 1100\ntive muitas vitórias e derrotas também\nfalsos amigos nessa vida tu vai encontrar\nque aperta a sua mão e quer te derrubar\nisso não é um jogo, isso é realidade\nbate de frente pra tu ver se eu sou de verdade\nmuitos entram pro crime querendo ser artista\nquerem mais fama que dinheiro e, quando aperta, chora\nfacilitou já era, perdeu a sua vida\nmenor do morro guarda o seu com sua visão de cria\nsei que a vida é curta, não disfarço a verdade\nsó você sabe o que vale sua liberdade\num dia eu vou morrer, mas tive minha conquista\nde ver no espelho o homem que nunca fugiu da guerra\nfalsos amigos nessa vida tu vai encontrar\nque aperta a sua mão e quer te derrubar\nisso não é um jogo, isso é realidade\nbate de frente pra tu ver que eu sou de verdade\nbate de frente que você vai ver\nladrão, nem astro de cinema, teatro ou tv\nnós é sinistro, no morro e no asfalto\nnão vejo ninguém, só ouço a voz\nbate de frente que você vai ver\nladrão, nem astro de cinema, teatro ou tv\nsó tem sinistro, no morro e no asfalto\nnão vejo ninguém, só ouço a voz de um fuzil destravado\nnão vejo ninguém, só ouço a voz\nnão vejo ninguém, só ouço a voz de um fuzil destravado\nnão vejo ninguém, só ouço a voz\nnão vejo ninguém, só ouço a voz\nnão vejo ninguém, só ouço a voz\nnão vejo ninguém, só ouço a voz\n"
Mc Lano,Mundo M,"mundo m mc lon\nmuitas maldades mano, meu manera\nmenor, moleque maloqueiro\nmundo mágico, menino mulherengo.\nmisterioso, malvado, me mostrou malandro os\nmalandriado\nmaioral, melhores momentos\nmarginal, maldito movimento\nmelodia, memória mó menssageiro\nmalicioso, mantimento mantemo\nmafioso moderno, malmorado, mó mistério\nmercadoria milagrosa, mafia monstra, melicia e nois\nmanobra\nmaestro mostrando, mil maneira mudar modernizando\nmágia, mal-feitor, mantendo maligno\nmanifestações milimétricas montadas\nmissão mole, maquinada meu medo, mina molhada\nmudança maliciosa, moeda, melhora\nmundo ""m"", menino maquinado\nmundo ""m"", militares mutilados\nmundo ""m"", mania montada\nmúsica monstra, mc mete mó mala\nmundo ""m"", menino maquinado\nmundo ""m"", militares mutilados\nmundo ""m"", mania montada\nmúsica monstra, mc mete mó mala\nmelhor dj vai vendo, que eu já´ te disse\nse tu não sabe quem é malandro, é o dj felipe\nmanda muito, eu canto e tá normal\nmoleque não cai mandando é profissional\nmuitas maldades mano, meu manera\nmenor, moleque maloqueiro\nmundo mágico, menino mulherengo.\nmisterioso, malvado, me mostrou malandro os\nmalandriado\nmaioral, melhores momentos\nmarginal, maldito movimento\nmelodia, memória mó menssageiro\nmalicioso, mantimento mantemo\nmafioso moderno, malmorado, mó mistério\nmercadoria milagrosa, mafia monstra, melicia e nois\nmanobra\nmaestro mostrando, mil maneira mudar modernizando\nmágia, mal-feitor, mantendo maligno\nmanifestações milimétrica montada\nmissão mole, maquinada meu medo, mina molhada\nmudança maliciosa, moeda, melhora\nmundo ""m"", menino maquinado\nmundo ""m"", militares mutilados\nmundo ""m"", mania montada\nmúsica monstra, mc mete mó mala\nmundo ""m"", menino maquinado\nmundo ""m"", militares mutilados\nmundo ""m"", mania montada\nmúsica monstra, mc mete mó mala.\n"
MC Roba Cena,Flexionando,"você vê ela toda gostosa\npensa que ela faz academia\nela tá totalmente sarada, só fazendo orgia\nesse é o novo aquecimento das minas do chatubão\narrasta, arrasta vai no chão fazendo flexão...\nrefrão\nflexionando vai (x8)\nvamos começar vai...\nflexionando vai (x8)\nvocê vê ela toda gostosa\npensa que ela faz academia\nela tá totalmente sarada, só fazendo orgia\nesse é o novo aquecimento das minas do chatubão\narrasta, arrasta vai no chão fazendo flexão...\nflexionando vai (x2)\nvocê vê ela toda gostosa\npensa que ela faz academia\nela tá totalmente sarada, só fazendo orgia\nesse é o novo aquecimento das minas do chatubão\narrasta, arrasta vai no chão fazendo flexão...\nrefrão\nflexionando vai (x8)\nvamos começar vai...\nflexionando vai (x8)\nvocê vê ela toda gostosa\npensa que ela faz academia\nela tá totalmente sarada, só fazendo orgia\nesse é o novo aquecimento das minas do chatubão\narrasta, arrasta vai no chão fazendo flexão...\nflexionando vai (x2)\n"
MC Roba Cena,Beijinho Tchau,"mulher vamos ficar\nmas escuta isso daqui\nsó vou te pedir uma coisa\npra você não se iludir\nporque se tu gostar de mim\nvocê vai passar mal\neu vou fazer de tudo\nsó pra te dar um craw\ndepois que acontecer\nbeijin beijin, tchau tchau\nbeijin beijin, tchau tchau tchau\nse tu gostar do roba cena\nvocê vai passar mal\neu vou fazer de tudo\nsó pra te dar um craw\ndepois que acontecer\nbeijin beijin, tchau tchau\nbaijin beijin, tchau tchau tchau.\n"
MC Roba Cena,Ator de Filme Porno,ator de filme de amor\nas mulheres sao atriz\ne os homens sao ator ator ator\nator de filme de amor\no dj viro ator\no baile so tem ator\no roba cena é ator ator ator\nator de filme de amor\no dj viro ator\no baile so tem ator\no roba cena é ator\no meu filme é sucesso\nja saiu em todos cinema\nporque fodo as gatinha\ncom mc roba cena\no bagulho aqui ta doido\neu nao quero mais k.o\na moda do momento\ne ator de filme de amor\no dj viro ator\no baile so tem ator\no roba cena é ator ator ator\nator de filme de amor ator ator ator\nator de filme de amor ator ator ator\n
MC Roba Cena,Vai Me Dar A Periquita,"vai me dar a periquita\na menina desempregada,\nprecisando dum dindin,\nfoi trabalhar na feria,\nvendendo passarinho.\nela tinha um sabiá,\num coleira, calopsita.\neae mulher...\nnão quero sabe se ela canta,\nnão quero sabe se ela grita.\nvai me dar a periquita\nroba cena vai perguntar,\nfala a verdade, me explica,\ncadê o grito das meninas,\nque já deu a periquita.\nvai me dar a periquita\nvai me dar a periquita.\nvai me dar a periquita\na menina desempregada,\nprecisando dum dindin,\nfoi trabalhar na feria,\nvendendo passarinho.\nela tinha um sabiá,\num coleira, calopsita.\neae mulher\nnão quero sabe se ela canta,\nnão quero sabe se ela grita.\nvai me dar a periquita\nroba cena vai perguntar,\nfala a verdade, me explica,\ncadê o grito das meninas,\nque já deu a periquita.\nvai me dar a periquita\nvai me dar a periquita.\n"
MC Roba Cena,Seu Cuca É Eu,(roba cena)\neu de role\nno meio da rua\nela veio procurando\nquem era o seu cuca\neu tava de boné\nela não me reconheceu\njuliana é o roba cena\nseu cuca é eu\nseu cu...ca é eu\nseu cuca é eu\nseu cuca é eu\nseu cu...ca é eu\nseu cuca é eu\nseu cuca é eu\nseu cu...\n(juliana)\nvem meu pitt-bull\nmeu cuca é tu [6 vezes]\nnão pensa maldade\nprimeiro tu escuta\né a juliana e o roba cena\nseu apelido é seu cuca!\n(roba cena)\nnão pensa maldade\nprimeiro tu escuta\né o roba cena e a juliana\nmeu apelido é seu cuca!\n
MC Roba Cena,Parado Na Esquina,"para-parado na esquina\no bonde tá na esquina\nela passa e empina\nempina\nvai\nempina, empina, empina, empina\nempina, empina, empina\nempina, empina, empina, empina\nempina, empina, empina\nempina, empina, empina, empina\nempina, empina, empina\nempina, empina, empina, empina\nempina, empina, empina\nsou mc roba cena\nesse é meu clima\nantes de eu ir pro baile eu fico\nparado na esquina\npara-parado na esquina\nescoltando as meninas\nescoltando as meninas\nsou mc roba cena\nesse é meu clima\nantes de eu ir pro baile eu fico\nparado na esquina\npara-parado na esquina\npara-parado na esquina\nan-antes de eu ir pro baile eu fico\nparado na esquina\npara-parado na esquina\npara-parado na esquina\npara-parado na esquina\nescoltando as meninas\nescoltando as meninas\nparado na esquina\n"
MC Roba Cena,É Só Catucadão,"olha só\nolha só\npresta atenção\né só catucadão\ncatucadão\ncatucadão\ncatucadão\nolha só, olha só\nnovinha vem preparada\nque hoje eu to cheio de tesão\neu vou te pegar de jeito\ncheio de disposição\nmas é eu que vou escolher\na melhor posição\né só ficar de quatro pra tu ver o que é bom\né só catucadão\ncatucadão\ncatucadão\ncatucadão\nolha só, presta atenção\n"
MC Roba Cena,Poxa Vida,"poxa vida hein , uoooool !\nela passa rebolando, rebolando, rebolando, rebolando, do lado da sua amiga\nrebolando, rebolando, rebolando, rebolando, rebolando, depois empina a bunda porque sabe que me estica.\npoxa vida hein , uoooool !\nela estica todo mundo com esse corpinho, fala poxa o roba cena e até o zeca pagodinho (poxa !)\npoxa vida eiin, uoooool !\nrebolando, rebolando, rebolando, rebolando, rebolando, rebolando, rebolando...\n"
